"","Species","Distrib","NorthernLatitude","SouthernLatitude","WesternLongitude","EasternLongitude","LifeSpan","DemersPelag","DepthShallow","DepthDeep","Migratory","FertilizationType","SpawningFreq","FoodTroph","SpawningGround","Spawningarea","MaturityAge","MaturityLocality"
"1141","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"southern North Sea"
"1142","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"North Sea"
"1143","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4,"southern North Sea"
"1144","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1145","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1146","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1147","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1148","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"southern North Sea"
"1149","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"North Sea"
"1150","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4,"southern North Sea"
"1151","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1152","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1153","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1154","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1155","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"southern North Sea"
"1156","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"North Sea"
"1157","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4,"southern North Sea"
"1158","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1159","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1160","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1161","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1162","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"1163","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"1164","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"1165","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1166","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1167","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1168","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1169","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"southern North Sea"
"1170","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",3,"North Sea"
"1171","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",4,"southern North Sea"
"1172","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1173","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1174","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1175","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1176","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"southern North Sea"
"1177","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",3,"North Sea"
"1178","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",4,"southern North Sea"
"1179","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1180","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1181","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1182","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1183","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"southern North Sea"
"1184","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",3,"North Sea"
"1185","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",4,"southern North Sea"
"1186","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1187","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1188","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1189","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1190","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
"1191","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",3,"North Sea"
"1192","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",4,"southern North Sea"
"1193","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1194","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1195","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1196","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1197","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"southern North Sea"
"1198","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",3,"North Sea"
"1199","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",4,"southern North Sea"
"1200","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1201","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,"estuarine","North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1202","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1203","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1204","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"southern North Sea"
"1205","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",3,"North Sea"
"1206","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",4,"southern North Sea"
"1207","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",1.86,"North Sea (IV, IIIa, VIId)"
"1208","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.28999996185303,NA,"NW North Sea",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1209","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1210","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1211","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"southern North Sea"
"1212","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",3,"North Sea"
"1213","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",4,"southern North Sea"
"1214","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",1.86,"North Sea (IV, IIIa, VIId)"
"1215","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","English Channel",2.73,"North Sea Sub-area IV, Divisions VIId and IIIa"
"1216","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",4.29,"Northeast Atlantic (ICES areas IIa,b, Va,b, XIVa)"
"1217","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",2.73,"North Sea, Sub-area IV, Divisions VIId & IIIa (autumn-spawners), 2000-2011"
"1218","Clupea harengus","Atlantic, Northwest",79,35,95,42,25,"benthopelagic",0,200,"oceanodromous","external","no obvious seasonal peak",3.3,"coastal","North Sea Southern Bight & Eastern English Channel",3,"southern North Sea"
